CAR;PV;nbki;ind_noNbki;equi;ind_noEqui;def90_365
новый;0.1527;0;1;730;0;0
б/у;0.3333;613;0;0;1;0
б/у;0;0;1;630;0;0
новый;0.4055;747;0;723;0;0
новый;0.4909;0;1;0;1;0
новый;0.1503;0;1;0;1;0
новый;0.1502;0;1;718;0;0
новый;0.2389;588;0;540;0;0
новый;0.2008;0;1;708;0;0
новый;0.5272;0;1;580;0;0
новый;0.1921;463;0;486;0;0
новый;0.1748;678;0;628;0;0
новый;0.2208;0;1;0;1;0
новый;0.1518;549;0;333;0;0
новый;0;0;1;0;1;0
новый;0.1507;0;1;0;1;0
б/у;0.1818;589;0;595;0;0
новый;0.1911;0;1;671;0;0
новый;0.5747;719;0;0;1;0
новый;0.3599;0;1;0;1;0
б/у;0.1936;645;0;575;0;0
новый;0.15;604;0;630;0;0
новый;0.1817;0;1;0;1;0
б/у;0.351;0;1;0;1;0
б/у;0;561;0;466;0;0
новый;0.4106;550;0;481;0;1
новый;0.3005;609;0;0;1;0
новый;0.1515;741;0;716;0;1
новый;0.3397;775;0;697;0;0
новый;0.5577;629;0;568;0;0
новый;0.2885;701;0;657;0;0
б/у;0.2286;0;1;494;0;1
новый;0.4736;0;1;0;1;0
новый;0.1594;594;0;611;0;0
новый;0.4667;0;1;742;0;0
б/у;0.1503;683;0;610;0;0
новый;0.7973;709;0;654;0;0
новый;0.15;0;1;0;1;0
новый;0.6232;744;0;722;0;0
б/у;0.3472;0;1;0;1;0
б/у;0.15;618;0;554;0;0
новый;0.1548;578;0;606;0;0
новый;0.3006;721;0;773;0;0
новый;0.2006;593;0;649;0;0
новый;0.1543;733;0;0;1;0
б/у;0.3511;718;0;652;0;0
б/у;0.5882;0;1;0;1;0
новый;0.1505;620;0;712;0;0
б/у;0;0;1;526;0;0
новый;0.1505;0;1;617;0;0
новый;0.2759;596;0;683;0;0
б/у;0.3529;687;0;426;0;0
новый;0.2306;0;1;604;0;0
новый;0.15;509;0;517;0;0
новый;0.1002;693;0;488;0;0
б/у;0.15;603;0;457;0;0
б/у;0.3;689;0;0;1;0
б/у;0.7048;684;0;626;0;0
новый;0.2204;693;0;0;1;0
новый;0.5941;0;1;722;0;0
б/у;0.3564;0;1;506;0;0
новый;0.15;537;0;462;0;0
новый;0.4012;0;1;0;1;0
новый;0.1833;0;1;542;0;0
новый;0.2271;0;1;0;1;0
б/у;0.219;536;0;577;0;0
новый;0.379;694;0;688;0;0
новый;0.4743;658;0;579;0;0
новый;0.1513;766;0;667;0;0
новый;0.3149;721;0;639;0;0
новый;0;0;1;771;0;0
новый;0.4545;700;0;838;0;0
б/у;0.15;0;1;444;0;0
б/у;0.5014;0;1;0;1;0
новый;0.15;595;0;606;0;0
б/у;0.4;627;0;687;0;0
новый;0.3604;722;0;721;0;0
новый;0.1005;722;0;671;0;0
б/у;0.1835;704;0;632;0;0
б/у;0.2055;512;0;384;0;1
новый;0.1583;646;0;562;0;0
новый;0.3469;688;0;751;0;0
б/у;0.3382;0;1;0;1;0
новый;0.1501;692;0;646;0;0
новый;0.2004;560;0;598;0;0
новый;0.2433;656;0;507;0;0
б/у;0.15;647;0;0;1;0
новый;0.509;0;1;735;0;0
новый;0.2983;654;0;565;0;0
новый;0.4234;0;1;701;0;0
б/у;0.1875;0;1;559;0;0
новый;0.3546;657;0;593;0;0
б/у;0.4444;682;0;0;1;0
б/у;0.5;0;1;0;1;0
новый;0.1;575;0;0;1;0
новый;0;649;0;0;1;0
новый;0;674;0;563;0;0
новый;0;0;1;0;1;0
новый;0.35;0;1;0;1;0
новый;0.3001;612;0;0;1;1
новый;0.3963;745;0;672;0;0
б/у;0.3077;646;0;504;0;0
новый;0.3;657;0;558;0;0
новый;0.144;633;0;534;0;0
новый;0.4013;735;0;798;0;0
новый;0.1047;677;0;603;0;0
новый;0.1514;599;0;664;0;0
новый;0;637;0;510;0;0
новый;0.5772;711;0;0;1;0
новый;0.1571;592;0;451;0;1
новый;0.1;782;0;726;0;0
новый;0.1501;589;0;0;1;0
б/у;0.5445;0;1;0;1;0
новый;0.6429;0;1;0;1;0
новый;0.1002;616;0;430;0;0
новый;0.4763;0;1;642;0;0
новый;0.4734;621;0;678;0;0
б/у;0.3043;619;0;574;0;0
б/у;0.1;722;0;605;0;0
новый;0.2151;672;0;606;0;1
б/у;0.5077;0;1;736;0;0
б/у;0.1642;581;0;583;0;0
новый;0.4545;728;0;710;0;0
новый;0.3023;695;0;597;0;0
новый;0.3007;705;0;729;0;0
новый;0.336;0;1;0;1;0
новый;0.3002;0;1;0;1;0
б/у;0.25;703;0;615;0;0
новый;0.2451;0;1;732;0;0
новый;0.3047;545;0;536;0;0
новый;0.1589;644;0;702;0;0
новый;0.6202;0;1;768;0;0
новый;0.3041;0;1;0;1;0
новый;0.4455;0;1;0;1;0
новый;0.3248;0;1;0;1;0
новый;0.4099;660;0;575;0;0
новый;0.15;602;0;527;0;0
новый;0.3008;701;0;622;0;0
новый;0.1577;0;1;589;0;0
б/у;0.1053;575;0;440;0;0
новый;0.2;678;0;0;1;0
б/у;0.2;0;1;0;1;0
б/у;0.3341;677;0;626;0;0
новый;0.1009;710;0;628;0;0
б/у;0.2222;666;0;635;0;0
б/у;0.15;0;1;615;0;0
новый;0.1003;743;0;735;0;0
новый;0.2053;666;0;648;0;0
новый;0.1501;0;1;0;1;0
новый;0.5327;0;1;681;0;0
б/у;0.2703;0;1;0;1;0
новый;0.3169;646;0;0;1;0
б/у;0;0;1;0;1;1
новый;0.153;0;1;0;1;0
б/у;0.7143;673;0;439;0;0
новый;0.1576;601;0;557;0;0
б/у;0.15;684;0;553;0;1
новый;0.3008;650;0;794;0;0
новый;0.4;0;1;0;1;0
новый;0.15;0;1;0;1;0
новый;0.2705;0;1;0;1;0
новый;0.3822;598;0;609;0;0
новый;0.1509;745;0;607;0;0
б/у;0.3571;625;0;467;0;0
новый;0.1542;761;0;0;1;0
новый;0.1726;670;0;572;0;0
б/у;0.1969;745;0;653;0;0
б/у;0.3623;714;0;584;0;0
новый;0.2969;0;1;732;0;0
новый;0.15;709;0;692;0;0
новый;0.5567;0;1;0;1;0
новый;0.2001;604;0;598;0;1
новый;0.5;676;0;742;0;0
б/у;0.15;647;0;0;1;0
новый;0.2562;655;0;656;0;0
новый;0.2817;0;1;0;1;0
новый;0.2049;0;1;0;1;0
новый;0.2683;650;0;720;0;0
новый;0.3015;0;1;0;1;0
новый;0.2;0;1;614;0;0
новый;0.1667;0;1;703;0;0
новый;0.15;564;0;0;1;1
новый;0.6461;0;1;788;0;0
новый;0.1053;679;0;588;0;0
новый;0.1003;0;1;0;1;0
новый;0.5229;604;0;663;0;0
новый;0.388;682;0;648;0;0
новый;0.6784;0;1;0;1;0
б/у;0.3303;795;0;691;0;0
новый;0.5718;602;0;0;1;0
новый;0.1506;0;1;710;0;0
б/у;0.1541;742;0;723;0;0
новый;0;0;1;644;0;1
новый;0.503;0;1;694;0;0
б/у;0.0738;707;0;562;0;0
б/у;0.2778;535;0;542;0;0
новый;0.3759;0;1;755;0;0
новый;0.4728;650;0;0;1;0
новый;0.3631;653;0;581;0;0
б/у;0.2895;0;1;0;1;0
б/у;0.5411;469;0;561;0;0
новый;0.1706;563;0;639;0;0
новый;0.2;730;0;0;1;0
б/у;0.2761;595;0;575;0;0
новый;0.2;686;0;728;0;0
новый;0.7162;0;1;703;0;0
новый;0.3573;703;0;641;0;0
новый;0.1525;0;1;705;0;0
новый;0.4737;702;0;817;0;0
новый;0.5981;0;1;599;0;0
новый;0.1544;538;0;511;0;1
б/у;0.1707;0;1;0;1;0
новый;0.2002;623;0;492;0;0
новый;0.1536;0;1;0;1;0
б/у;0.1;0;1;466;0;0
новый;0.3837;555;0;730;0;0
новый;0.3049;683;0;663;0;0
б/у;0.1587;596;0;522;0;0
новый;0.6154;0;1;0;1;0
б/у;0.4167;581;0;446;0;0
новый;0.4007;524;0;532;0;0
новый;0.1502;741;0;759;0;0
новый;0.1944;0;1;0;1;0
новый;0.2778;746;0;709;0;0
новый;0.2771;614;0;0;1;0
б/у;0.2571;660;0;652;0;0
новый;0.5903;0;1;722;0;0
новый;0.2545;0;1;0;1;0
б/у;0.2;0;1;0;1;0
б/у;0;646;0;520;0;1
новый;0.4667;661;0;652;0;0
новый;0.1418;0;1;485;0;0
б/у;0.15;627;0;636;0;0
б/у;0.3571;0;1;0;1;0
б/у;0.2141;664;0;481;0;0
новый;0.2679;701;0;0;1;0
новый;0.4634;690;0;627;0;0
новый;0.1838;0;1;0;1;0
новый;0.228;586;0;0;1;0
новый;0.2424;661;0;563;0;0
новый;0.2025;0;1;607;0;0
новый;0.1652;518;0;568;0;1
новый;0.4434;643;0;564;0;0
новый;0.1509;0;1;607;0;0
новый;0.1508;0;1;673;0;0
новый;0.1011;0;1;601;0;0
новый;0.4388;717;0;737;0;0
новый;0.1003;0;1;0;1;0
новый;0.3005;608;0;652;0;0
б/у;0.1522;661;0;473;0;0
новый;0.1624;0;1;0;1;0
новый;0.1547;0;1;0;1;0
новый;0.15;635;0;468;0;0
новый;0.2006;646;0;636;0;0
новый;0.8244;0;1;660;0;0
новый;0.3;677;0;692;0;0
б/у;0.1;0;1;0;1;1
новый;0.354;0;1;758;0;0
новый;0.31;551;0;584;0;0
б/у;0.1505;715;0;0;1;0
новый;0.1503;0;1;493;0;0
новый;0.15;654;0;576;0;0
б/у;0.3636;593;0;543;0;0
новый;0.1519;0;1;631;0;0
новый;0.1519;673;0;610;0;0
б/у;0.2149;0;1;528;0;0
новый;0.2008;536;0;448;0;0
новый;0.1524;600;0;622;0;0
новый;0.1002;714;0;554;0;1
б/у;0;0;1;0;1;0
новый;0.7207;745;0;735;0;0
новый;0.1;0;1;589;0;0
новый;0.3953;696;0;592;0;0
новый;0.6167;0;1;0;1;0
новый;0.3101;534;0;518;0;0
новый;0.2078;760;0;683;0;0
б/у;0.1518;0;1;0;1;1
б/у;0.3508;551;0;465;0;0
новый;0.4223;706;0;615;0;0
новый;0.1034;594;0;410;0;1
новый;0.2609;710;0;715;0;0
новый;0.3628;753;0;731;0;0
новый;0.2438;0;1;0;1;0
новый;0.1514;720;0;778;0;0
новый;0.6167;0;1;657;0;0
новый;0.15;0;1;445;0;1
новый;0.5081;643;0;516;0;0
новый;0.1549;0;1;0;1;0
б/у;0.9043;597;0;555;0;0
б/у;0.2013;0;1;613;0;0
б/у;0.2381;0;1;0;1;0
новый;0.1503;753;0;707;0;0
новый;0.2778;0;1;0;1;0
новый;0.3129;0;1;725;0;0
новый;0.3291;743;0;705;0;0
б/у;0.1604;602;0;560;0;0
новый;0.152;0;1;0;1;0
новый;0.3025;0;1;0;1;0
новый;0.4003;0;1;0;1;0
б/у;0.2;616;0;548;0;0
новый;0.2011;572;0;551;0;0
б/у;0.3448;647;0;479;0;0
новый;0.2006;665;0;445;0;0
новый;0.1705;0;1;0;1;0
б/у;0.15;601;0;388;0;1
новый;0.1518;700;0;614;0;0
б/у;0.1834;707;0;423;0;0
новый;0.4667;710;0;599;0;0
б/у;0.39;0;1;440;0;0
новый;0.2;669;0;626;0;0
новый;0.5221;674;0;0;1;0
новый;0.186;675;0;667;0;0
б/у;0.2108;540;0;500;0;0
новый;0.15;518;0;0;1;0
новый;0.1507;694;0;589;0;0
новый;0.1502;682;0;0;1;0
новый;0.15;0;1;753;0;0
новый;0.1018;0;1;681;0;0
новый;0.1054;0;1;643;0;0
новый;0.35;726;0;683;0;0
новый;0.4004;656;0;762;0;0
новый;0.224;0;1;456;0;0
новый;0.1505;0;1;730;0;0
новый;0.246;0;1;0;1;0
новый;0.1521;741;0;681;0;0
новый;0.1691;0;1;604;0;0
новый;0.1645;556;0;595;0;0
б/у;0.1722;616;0;558;0;0
б/у;0.1486;628;0;676;0;0
б/у;0.3704;0;1;0;1;0
б/у;0.7726;0;1;0;1;0
новый;0.4446;0;1;713;0;0
новый;0.1038;604;0;675;0;0
новый;0.1768;696;0;656;0;0
новый;0.1516;606;0;542;0;0
новый;0.1674;0;1;551;0;0
новый;0.3255;0;1;0;1;0
б/у;0.2;511;0;619;0;0
б/у;0.533;0;1;0;1;0
б/у;0.313;643;0;0;1;0
б/у;0.3799;629;0;518;0;0
новый;0.7653;708;0;0;1;0
б/у;0.4412;0;1;511;0;0
новый;0.5091;685;0;537;0;0
б/у;0.32;665;0;592;0;0
новый;0.1501;489;0;485;0;0
б/у;0.375;0;1;542;0;0
б/у;0.1094;0;1;0;1;1
новый;0.1908;0;1;0;1;0
б/у;0.2692;570;0;483;0;0
новый;0.1507;696;0;0;1;0
новый;0.3017;638;0;585;0;0
новый;0.167;0;1;0;1;0
новый;0.3205;586;0;625;0;0
новый;0.2;580;0;561;0;0
новый;0.5186;0;1;0;1;0
новый;0.2;0;1;481;0;0
новый;0.2322;584;0;651;0;0
новый;0.3509;732;0;741;0;0
новый;0.5263;736;0;721;0;0
новый;0.3001;667;0;0;1;0
новый;0.4831;689;0;588;0;0
новый;0.4405;672;0;705;0;0
б/у;0.4;535;0;462;0;0
новый;0.3281;634;0;694;0;0
новый;0.2169;695;0;708;0;0
новый;0.1505;583;0;553;0;0
новый;0.1016;752;0;710;0;0
новый;0.4633;702;0;712;0;0
новый;0.1829;720;0;651;0;0
новый;0.3013;0;1;708;0;0
б/у;0.5841;0;1;0;1;0
б/у;0.3583;635;0;499;0;0
новый;0.15;595;0;704;0;0
новый;0.3639;0;1;0;1;0
новый;0.15;721;0;671;0;0
новый;0.3;624;0;635;0;0
б/у;0.16;0;1;0;1;0
новый;0.1376;679;0;586;0;0
новый;0.1501;687;0;709;0;0
новый;0.1512;634;0;478;0;1
б/у;0.15;628;0;458;0;1
новый;0.1579;0;1;729;0;0
б/у;0.1013;570;0;519;0;0
новый;0;667;0;578;0;0
б/у;0.1714;0;1;667;0;0
б/у;0.68;738;0;658;0;0
новый;0.1504;707;0;698;0;0
новый;0.2703;0;1;0;1;0
б/у;0.1507;711;0;483;0;0
новый;0.1524;0;1;0;1;0
новый;0.2428;643;0;676;0;0
б/у;0.197;770;0;619;0;0
б/у;0.2;0;1;0;1;0
б/у;0.2222;560;0;444;0;0
новый;0.2388;555;0;559;0;0
новый;0.3499;0;1;0;1;0
новый;0.1516;557;0;502;0;0
новый;0.3454;706;0;674;0;0
новый;0.3002;589;0;572;0;0
б/у;0.4;658;0;701;0;0
новый;0.4538;695;0;582;0;0
новый;0.2;645;0;562;0;0
новый;0.5507;0;1;698;0;0
новый;0.2479;646;0;543;0;0
новый;0.1501;650;0;741;0;0
б/у;0.1621;619;0;613;0;0
б/у;0.1961;605;0;567;0;0
новый;0.1502;0;1;692;0;0
новый;0.1501;580;0;0;1;0
б/у;0.1579;0;1;0;1;0
новый;0.4286;0;1;0;1;0
новый;0.1501;601;0;473;0;0
б/у;0.2774;0;1;0;1;1
новый;0.1527;0;1;0;1;0
б/у;0.5065;599;0;615;0;0
новый;0.3286;614;0;527;0;0
б/у;0.1;598;0;456;0;0
б/у;0.4145;736;0;642;0;0
б/у;0.1;728;0;617;0;0
новый;0.4005;0;1;0;1;0
новый;0.1595;567;0;510;0;0
б/у;0;0;1;669;0;0
новый;0.3406;0;1;0;1;0
новый;0.6135;0;1;681;0;0
новый;0.2;736;0;743;0;0
новый;0;0;1;0;1;0
новый;0.1503;0;1;672;0;0
б/у;0.21;0;1;696;0;0
б/у;0.15;624;0;513;0;0
б/у;0.1767;730;0;652;0;0
б/у;0.2479;662;0;505;0;1
новый;0.17;645;0;546;0;0
новый;0.3;727;0;648;0;0
новый;0.7596;0;1;0;1;0
новый;0.15;670;0;779;0;0
новый;0.159;664;0;574;0;0
новый;0.565;0;1;0;1;0
новый;0.3;569;0;662;0;1
б/у;0;0;1;647;0;0
новый;0.15;689;0;708;0;0
новый;0.1508;0;1;0;1;0
новый;0.2184;585;0;575;0;0
новый;0.3865;565;0;548;0;0
новый;0.15;638;0;643;0;0
новый;0.3236;0;1;673;0;0
б/у;0.3043;685;0;601;0;0
б/у;0.2807;0;1;0;1;0
новый;0.3;653;0;0;1;0
новый;0.1507;567;0;624;0;0
новый;0.4808;499;0;503;0;0
новый;0.4004;742;0;663;0;0
новый;0;692;0;650;0;0
новый;0.4574;0;1;0;1;0
новый;0.5023;703;0;721;0;0
новый;0.4383;0;1;0;1;0
новый;0.3969;0;1;0;1;0
б/у;0.15;0;1;0;1;0
новый;0.3861;684;0;628;0;0
новый;0.3333;701;0;753;0;0
б/у;0.2593;0;1;0;1;0
новый;0.2759;717;0;696;0;0
новый;0.4941;709;0;699;0;0
б/у;0.3421;691;0;656;0;0
новый;0.4624;761;0;722;0;0
б/у;0.1513;516;0;470;0;0
новый;0.3701;0;1;666;0;0
б/у;0.1514;569;0;0;1;0
новый;0.289;644;0;567;0;0
новый;0.4;624;0;730;0;0
новый;0.204;653;0;0;1;0
новый;0.4749;671;0;556;0;0
новый;0.1942;669;0;523;0;0
новый;0.1505;0;1;0;1;0
новый;0.15;0;1;0;1;0
б/у;0.1507;0;1;443;0;1
новый;0.1512;726;0;729;0;0
новый;0.1551;649;0;670;0;0
новый;0.4622;734;0;750;0;0
новый;0.1504;0;1;0;1;0
б/у;0.2139;570;0;645;0;0
новый;0.5217;737;0;739;0;0
новый;0.4002;547;0;0;1;0
б/у;0.3;712;0;615;0;0
б/у;0.1515;550;0;513;0;0
новый;0;697;0;528;0;0
новый;0.2;704;0;650;0;0
новый;0.1532;0;1;0;1;0
новый;0.1653;699;0;0;1;0
б/у;0.15;666;0;574;0;0
новый;0.5356;609;0;0;1;0
новый;0.4902;0;1;0;1;0
б/у;0.4065;0;1;0;1;0
новый;0.1539;646;0;569;0;0
б/у;0.2632;662;0;542;0;0
новый;0.152;704;0;688;0;0
новый;0.1507;749;0;689;0;0
б/у;0.5714;0;1;0;1;0
новый;0.1663;0;1;597;0;0
новый;0.4308;0;1;0;1;0
новый;0.4264;718;0;699;0;0
новый;0.1512;611;0;517;0;0
новый;0.1845;628;0;632;0;0
б/у;0.1524;677;0;563;0;1
новый;0.1776;731;0;755;0;0
новый;0.3243;631;0;580;0;0
новый;0.1502;647;0;738;0;0
новый;0.136;730;0;662;0;0
б/у;0.3528;0;1;0;1;0
б/у;0.6833;718;0;650;0;0
новый;0.2032;659;0;545;0;0
новый;0.1505;0;1;743;0;0
новый;0;663;0;0;1;0
новый;0.6601;702;0;674;0;0
новый;0.3005;0;1;598;0;0
новый;0.3034;0;1;0;1;0
новый;0.1503;584;0;668;0;0
новый;0.4029;0;1;0;1;0
новый;0.1793;708;0;656;0;0
новый;0.5173;670;0;647;0;0
б/у;0.2;0;1;0;1;1
новый;0.15;538;0;589;0;0
б/у;0.1501;687;0;622;0;0
б/у;0.15;615;0;459;0;0
б/у;0.2093;0;1;696;0;0
новый;0.1004;0;1;0;1;0
новый;0.4881;0;1;0;1;0
б/у;0.2273;706;0;584;0;0
новый;0.1505;653;0;619;0;0
б/у;0.15;588;0;428;0;0
б/у;0.151;509;0;397;0;1
б/у;0.5294;583;0;569;0;0
новый;0.5253;628;0;0;1;0
новый;0.529;667;0;487;0;0
новый;0.3;651;0;0;1;0
новый;0.3936;670;0;605;0;0
новый;0.1508;645;0;0;1;0
новый;0.2;581;0;641;0;0
новый;0;621;0;561;0;1
новый;0.1501;678;0;643;0;1
б/у;0.7569;0;1;651;0;0
новый;0.4191;775;0;679;0;0
новый;0.4006;646;0;657;0;0
новый;0.326;0;1;0;1;0
новый;0.1511;624;0;647;0;0
новый;0.1124;739;0;719;0;0
б/у;0.2047;562;0;414;0;0
новый;0.2817;731;0;729;0;0
новый;0.1654;677;0;582;0;0
новый;0.2;526;0;438;0;1
новый;0.2565;709;0;648;0;0
б/у;0.3333;0;1;0;1;0
новый;0.15;0;1;0;1;0
новый;0.3221;552;0;604;0;0
б/у;0.1111;0;1;0;1;0
новый;0.3038;677;0;691;0;0
новый;0.4749;749;0;683;0;0
новый;0.3327;644;0;610;0;0
новый;0.7319;0;1;0;1;0
новый;0.4032;705;0;781;0;0
новый;0.15;0;1;0;1;0
новый;0.6089;779;0;0;1;0
новый;0.2518;674;0;539;0;0
б/у;0.1253;674;0;656;0;0
новый;0.3024;603;0;559;0;0
б/у;0;686;0;510;0;0
новый;0.4735;0;1;739;0;0
новый;0.7923;0;1;0;1;0
новый;0.15;0;1;781;0;0
б/у;0.15;645;0;390;0;0
б/у;0.2198;480;0;0;1;1
б/у;0.3;0;1;713;0;0
новый;0.1847;746;0;765;0;0
новый;0.335;0;1;0;1;0
новый;0.1002;0;1;0;1;0
новый;0.2965;700;0;762;0;0
б/у;0.1;587;0;462;0;0
новый;0.5786;671;0;693;0;0
б/у;0.0316;601;0;465;0;0
новый;0.3384;689;0;523;0;0
б/у;0.478;0;1;577;0;0
новый;0.4005;0;1;0;1;0
новый;0;0;1;573;0;0
новый;0.295;0;1;771;0;0
новый;0.5155;0;1;737;0;0
новый;0.2766;738;0;639;0;0
новый;0.1116;598;0;521;0;0
новый;0.3023;0;1;685;0;0
новый;0.5857;612;0;698;0;0
новый;0.5901;703;0;670;0;0
новый;0.1501;645;0;751;0;0
б/у;0.5;0;1;0;1;0
новый;0.3409;647;0;623;0;0
б/у;0.5909;0;1;0;1;0
новый;0.817;0;1;0;1;0
б/у;0.0909;0;1;0;1;0
б/у;0.1778;662;0;566;0;0
новый;0.15;683;0;686;0;0
новый;0;547;0;462;0;1
новый;0.1527;0;1;704;0;0
новый;0;683;0;654;0;0
новый;0.2281;718;0;564;0;0
новый;0.1536;566;0;528;0;1
новый;0.1805;646;0;568;0;0
новый;0.4563;637;0;657;0;0
б/у;0.1981;0;1;0;1;0
новый;0.159;0;1;0;1;0
б/у;0.2292;0;1;577;0;0
б/у;0.8579;0;1;0;1;0
новый;0.3;679;0;569;0;0
б/у;0.2167;607;0;434;0;0
новый;0.4667;0;1;694;0;0
б/у;0.3364;691;0;489;0;0
новый;0.1;0;1;515;0;0
б/у;0.2145;580;0;593;0;0
новый;0.2307;683;0;625;0;0
б/у;0;615;0;480;0;1
б/у;0;0;1;0;1;1
новый;0.15;564;0;582;0;0
б/у;0.1825;574;0;498;0;0
б/у;0;651;0;701;0;0
новый;0.202;584;0;0;1;0
новый;0.15;631;0;687;0;0
новый;0.1682;586;0;505;0;0
новый;0.8783;0;1;0;1;0
новый;0.1505;578;0;605;0;0
б/у;0.15;0;1;0;1;0
новый;0.15;598;0;450;0;0
новый;0.3038;0;1;704;0;0
новый;0.1035;692;0;672;0;0
б/у;0.1765;0;1;744;0;0
б/у;0.15;555;0;409;0;0
новый;0.1712;722;0;704;0;0
новый;0.1002;709;0;743;0;0
б/у;0.1868;506;0;504;0;1
новый;0.15;642;0;693;0;0
б/у;0.129;751;0;623;0;0
новый;0.405;643;0;579;0;0
новый;0.15;753;0;703;0;0
новый;0.3746;0;1;721;0;0
новый;0.1595;703;0;616;0;0
новый;0.4547;652;0;658;0;0
новый;0.2;0;1;609;0;0
новый;0.5417;0;1;721;0;0
новый;0.15;623;0;586;0;0
новый;0.15;0;1;0;1;0
новый;0.1899;685;0;752;0;0
новый;0.6015;0;1;742;0;0
б/у;0;0;1;654;0;0
новый;0.1954;0;1;0;1;0
новый;0.4076;0;1;661;0;0
б/у;0.1538;0;1;0;1;0
б/у;0.2646;653;0;421;0;0
б/у;0.3355;585;0;595;0;0
б/у;0.25;665;0;617;0;0
новый;0.1513;653;0;539;0;1
б/у;0.3509;728;0;674;0;0
новый;0.1674;627;0;582;0;0
новый;0.1503;0;1;0;1;0
новый;0.3119;726;0;655;0;0
новый;0.1501;569;0;569;0;0
б/у;0.15;514;0;404;0;1
новый;0.3012;639;0;656;0;0
новый;0.4;705;0;737;0;0
новый;0.169;705;0;0;1;0
новый;0.1532;0;1;0;1;0
новый;0.1696;691;0;523;0;0
новый;0.1827;0;1;650;0;0
новый;0.101;0;1;0;1;0
б/у;0;0;1;501;0;0
новый;0.1505;0;1;0;1;0
б/у;0.3333;755;0;716;0;0
новый;0.2;549;0;0;1;1
новый;0.7409;0;1;616;0;0
новый;0.4;665;0;688;0;0
новый;0.1538;651;0;675;0;0
б/у;0.335;0;1;0;1;0
новый;0.3082;0;1;0;1;0
б/у;0.2674;710;0;572;0;0
б/у;0.1531;708;0;736;0;0
новый;0.4199;0;1;0;1;0
б/у;0.2;721;0;682;0;0
новый;0.776;0;1;0;1;0
новый;0.1952;0;1;843;0;0
б/у;0.1667;570;0;537;0;0
б/у;0.15;664;0;499;0;0
б/у;0.5263;643;0;508;0;0
б/у;0.29;645;0;595;0;0
новый;0.4762;717;0;664;0;0
б/у;0.1667;638;0;564;0;0
новый;0.2763;697;0;764;0;0
б/у;0.3448;560;0;506;0;0
б/у;0.1667;669;0;634;0;0
б/у;0.3;0;1;0;1;0
новый;0.1543;745;0;763;0;0
новый;0.1504;636;0;681;0;0
новый;0.301;0;1;0;1;0
б/у;0.3415;585;0;475;0;0
б/у;0.25;712;0;681;0;0
новый;0.15;0;1;722;0;0
новый;0.2655;595;0;583;0;0
новый;0.1136;589;0;641;0;0
б/у;0.36;524;0;465;0;0
новый;0.1262;0;1;0;1;0
новый;0.2309;0;1;0;1;0
новый;0.1635;732;0;661;0;0
б/у;0.1526;570;0;419;0;1
новый;0.4873;750;0;706;0;0
новый;0.2285;745;0;692;0;0
б/у;0.3008;624;0;496;0;0
б/у;0.8305;665;0;535;0;0
новый;0.2572;0;1;628;0;0
новый;0.1;0;1;0;1;0
новый;0.15;0;1;0;1;0
б/у;0.1518;0;1;414;0;0
новый;0.2;645;0;702;0;0
новый;0.1111;567;0;589;0;0
новый;0.4618;696;0;743;0;0
новый;0.4018;0;1;773;0;0
новый;0.1043;639;0;686;0;0
б/у;0.6452;601;0;490;0;0
новый;0.6627;747;0;721;0;0
новый;0.1505;0;1;660;0;0
б/у;0.2;708;0;582;0;0
новый;0;611;0;463;0;0
новый;0.1664;0;1;697;0;0
новый;0.1586;742;0;678;0;0
новый;0.6361;0;1;720;0;0
новый;0.1;670;0;501;0;1
новый;0.15;0;1;0;1;0
новый;0.1501;0;1;0;1;0
б/у;0.1579;635;0;523;0;0
новый;0.1504;596;0;526;0;0
новый;0.646;726;0;691;0;0
новый;0.6055;714;0;708;0;0
б/у;0.2107;0;1;0;1;1
новый;0.1754;677;0;777;0;0
б/у;0;622;0;544;0;0
новый;0.2057;647;0;669;0;0
новый;0;621;0;463;0;0
новый;0.1533;524;0;436;0;1
новый;0.1518;0;1;0;1;0
б/у;0.2708;681;0;647;0;0
новый;0.2158;500;0;522;0;0
новый;0.15;0;1;0;1;0
б/у;0.15;662;0;529;0;0
новый;0.15;0;1;543;0;0
новый;0.1505;0;1;0;1;1
б/у;0.2;724;0;0;1;0
новый;0.2;639;0;627;0;0
б/у;0;598;0;484;0;1
новый;0.6118;0;1;759;0;0
новый;0.1518;0;1;0;1;0
новый;0.1629;665;0;645;0;0
новый;0.3271;560;0;616;0;0
б/у;0.5352;749;0;688;0;0
новый;0.3185;0;1;0;1;0
новый;0.1866;0;1;0;1;1
новый;0.15;721;0;819;0;0
б/у;0.1761;589;0;498;0;0
новый;0;732;0;643;0;0
новый;0.2226;568;0;663;0;0
новый;0.3344;512;0;538;0;0
новый;0.1505;0;1;0;1;0
новый;0.4118;658;0;596;0;0
новый;0.15;637;0;637;0;0
новый;0.1507;0;1;0;1;0
б/у;0.3846;672;0;571;0;0
новый;0.2269;0;1;769;0;0
новый;0.4348;766;0;0;1;0
новый;0.5447;0;1;0;1;0
новый;0.35;666;0;726;0;0
б/у;0.1775;0;1;586;0;0
новый;0.6616;692;0;679;0;0
новый;0.5255;0;1;785;0;0
новый;0.1525;506;0;436;0;1
б/у;0.15;0;1;462;0;1
б/у;0.5682;695;0;0;1;0
новый;0.1504;0;1;0;1;0
